cgpa,internships,projects,aptitude_score,communication_score,active_backlogs,dept,skill_level,placement_status
5.01,1,6,54,1,1,CSE,Low,1
6.49,4,0,84,7,3,ECE,Medium,1
5.29,3,0,70,2,2,EEE,Medium,1
5.61,2,5,99,5,2,EEE,High,1
5.63,4,9,46,3,0,EEE,Low,1
8.62,3,0,85,2,3,CSE,High,1
9.86,0,4,61,7,1,CSE,Low,1
6.22,4,7,64,9,3,ECE,High,1
6.99,4,6,67,4,4,ECE,Low,1
6.87,2,9,83,5,2,ECE,High,1
6.28,0,2,46,9,1,CSE,Medium,1
8.56,0,9,46,6,3,CSE,Medium,1
6.36,2,3,67,5,0,ECE,High,1
7.57,3,0,58,1,1,EEE,Medium,1
5.65,1,6,86,1,0,EEE,Medium,1
9.24,3,1,67,4,1,CSE,High,1
8.44,0,2,79,8,1,ECE,Low,1
7.69,2,4,98,7,4,CSE,Medium,1
8.07,3,5,96,2,1,EEE,Low,1
6.12,2,2,42,7,3,EEE,High,1
9.22,4,6,50,4,0,EEE,Low,1
5.61,4,6,68,4,0,MECH,Low,1
9.41,3,6,96,9,2,CSE,Medium,1
8.07,4,2,51,2,1,CSE,Medium,1
9.7,1,5,46,9,1,MECH,Medium,1
6.44,2,0,76,7,2,ECE,High,1
9.68,0,5,44,3,4,ECE,Medium,0
8.19,1,0,88,3,0,ECE,High,1
5.05,0,4,51,1,3,ECE,Medium,0
5.51,1,6,52,4,4,CSE,High,0
7.96,1,5,73,5,4,ECE,Low,0
5.48,4,7,98,3,1,MECH,Medium,1
8.74,2,0,52,5,2,EEE,High,1
8.36,3,2,45,1,0,EEE,High,1
5.94,0,6,64,3,3,EEE,High,0
8.18,4,0,62,7,2,CSE,Medium,1
7.83,1,3,95,4,1,CSE,High,1
6.23,0,1,88,1,3,CSE,High,0
8.54,1,4,95,3,1,CSE,Low,1
6.26,4,6,61,7,2,ECE,Low,1
9.32,0,0,67,1,4,CSE,Medium,0
6.98,3,1,45,1,2,CSE,High,1
7.48,0,2,57,1,3,CSE,Low,0
8.31,3,9,54,5,2,CSE,Low,1
9.41,4,6,69,8,1,ECE,High,1
7.28,3,7,76,4,4,EEE,High,1
8.27,3,6,51,5,1,CSE,Medium,1
7.98,1,9,89,2,3,CSE,High,1
5.36,2,5,72,6,0,EEE,High,1
8.16,4,9,58,8,3,MECH,Medium,1
5.23,3,4,94,3,1,MECH,Low,1
7.53,2,0,94,8,3,CSE,High,1
5.53,0,4,47,7,2,CSE,High,0
8.04,0,2,58,3,0,ECE,High,1
8.6,0,7,70,9,4,MECH,Low,0
8.93,4,3,97,3,2,EEE,Low,1
7.95,1,2,51,9,0,CSE,High,1
9.95,1,0,57,1,3,ECE,High,1
6.8,3,3,91,9,0,EEE,Low,1
5.06,4,9,49,8,4,CSE,Medium,1
9.09,4,8,42,9,0,ECE,Medium,1
7.26,0,6,77,2,0,CSE,Medium,1
7.71,2,5,40,7,0,MECH,Medium,1
9.24,2,8,93,3,2,ECE,High,1
6.31,0,4,55,1,0,MECH,Medium,1
6.63,2,5,54,2,1,EEE,Medium,1
5.48,4,1,45,6,0,ECE,Medium,1
8.41,4,5,48,2,2,CSE,Low,1
6.06,3,4,67,8,0,ECE,Medium,1
9.27,4,4,76,2,1,CSE,Medium,1
8.05,2,6,84,7,2,ECE,Medium,1
9.56,3,9,41,3,3,MECH,Low,1
5.3,2,7,42,7,1,EEE,Medium,1
9.96,0,0,47,3,3,CSE,High,1
6.99,3,2,54,6,3,ECE,Low,1
7.73,2,5,62,4,2,MECH,Medium,1
8.22,3,4,54,3,0,CSE,Medium,1
7.43,4,9,95,6,1,CSE,Medium,1
7.64,3,8,43,3,0,CSE,Medium,1
7.09,1,5,70,1,1,CSE,Medium,1
5.93,4,9,69,3,0,ECE,Medium,1
9.85,2,2,93,2,0,MECH,Medium,1
9.01,0,0,73,1,2,ECE,High,1
7.99,1,7,51,4,2,MECH,Medium,1
5.28,1,7,42,1,3,CSE,High,0
9.47,0,9,46,6,4,CSE,Medium,1
5.39,4,3,41,9,0,CSE,Low,1
8.91,2,9,53,8,0,ECE,High,1
5.29,4,8,67,6,2,ECE,High,1
8.81,4,3,76,4,1,CSE,Low,1
9.22,2,7,78,4,2,ECE,Medium,1
7.25,3,9,67,7,2,MECH,High,1
7.77,3,2,68,1,1,MECH,Low,1
9.19,2,1,91,2,2,MECH,High,1
9.85,3,9,61,1,3,EEE,Low,1
5.09,1,2,52,7,1,CSE,Medium,1
5.65,4,4,56,6,4,MECH,Medium,1
9.32,0,7,64,9,0,CSE,High,1
8.39,0,7,42,8,2,ECE,Medium,1
6.36,4,8,65,9,0,CSE,High,1
7.23,3,5,94,5,1,ECE,High,1
5.56,2,2,44,1,2,CSE,High,1
5.14,4,9,49,1,0,ECE,Low,1
8.66,4,1,71,9,3,EEE,Medium,1
8.62,4,1,50,7,4,CSE,Medium,1
8.47,0,9,57,4,3,MECH,Medium,1
9.42,2,1,41,8,0,CSE,Medium,1
6.43,1,5,60,3,0,CSE,Medium,1
7.12,0,0,89,8,2,CSE,Low,1
6.25,0,4,77,2,2,EEE,High,0
8.13,1,6,48,3,2,CSE,High,1
8.19,1,7,41,6,2,CSE,Medium,1
7.04,2,8,92,7,2,EEE,Medium,1
9.68,0,4,85,4,0,EEE,Medium,1
7.44,2,9,43,5,2,EEE,Medium,1
9.59,0,4,64,8,2,CSE,High,1
8.65,0,7,70,1,3,CSE,Medium,1
9.69,1,4,63,7,0,CSE,Medium,1
8.79,0,4,63,6,4,MECH,Low,0
6.12,2,9,42,5,2,CSE,Low,1
8.45,2,5,90,7,1,CSE,Low,1
6.19,4,6,50,9,2,EEE,Low,1
6.45,3,8,62,6,3,ECE,High,1
6.11,1,7,41,5,4,EEE,Low,0
7.48,4,0,74,5,2,ECE,Medium,1
7.17,0,1,83,8,1,ECE,High,1
9.54,0,3,53,5,1,CSE,Medium,1
7.97,1,7,90,9,3,ECE,Medium,1
6.8,1,0,98,3,3,CSE,Medium,1
8.12,1,7,65,7,3,CSE,Medium,1
6.71,1,5,84,4,1,CSE,High,1
9.18,0,3,60,9,4,ECE,Low,0
5.45,2,1,57,6,1,EEE,High,1
6.09,4,3,43,4,4,MECH,High,1
5.47,3,6,70,2,2,EEE,Medium,1
9.34,1,9,74,1,2,ECE,Medium,1
6.36,1,2,71,1,1,ECE,Low,1
9.97,1,2,43,2,2,CSE,Medium,1
5.76,1,2,97,7,3,CSE,High,1
6.62,3,9,95,5,4,MECH,Low,1
9.47,2,1,55,8,4,CSE,High,1
8.18,4,9,73,5,1,EEE,Medium,1
7.47,1,7,52,4,0,ECE,Medium,1
5.82,1,0,50,7,3,CSE,Medium,0
8.95,2,6,57,5,1,CSE,Low,1
6.67,2,7,44,9,1,EEE,High,1
8.77,1,7,61,4,4,EEE,Medium,1
7.91,2,2,53,5,4,ECE,Low,0
8.08,4,7,80,4,2,CSE,Medium,1
6.63,0,5,43,4,1,CSE,Low,1
5.38,3,6,54,4,2,ECE,Medium,1
7.98,4,3,80,3,3,ECE,Low,1
8.72,0,9,62,6,3,CSE,High,1
7.88,4,0,95,1,0,MECH,High,1
8.01,1,1,67,7,3,MECH,Medium,1
8.49,2,8,66,2,0,MECH,High,1
5.22,1,6,84,7,1,EEE,Low,1
6.12,3,6,41,3,4,CSE,Medium,1
8.07,0,5,90,2,0,CSE,Low,1
5.68,0,4,94,8,0,ECE,High,1
6.35,0,9,51,3,2,MECH,Low,0
5.23,1,9,60,1,2,CSE,High,1
6.08,3,9,79,9,3,CSE,Low,1
5.06,2,0,80,2,4,CSE,Low,0
9.09,4,1,50,4,2,ECE,High,1
7.94,0,1,83,4,0,MECH,Medium,1
7.73,1,8,57,5,3,ECE,Low,1
5.03,1,1,59,6,3,CSE,High,0
9.25,0,4,94,2,1,MECH,Low,1
5.0,1,6,40,3,1,EEE,High,1
8.94,0,4,61,5,3,EEE,High,1
6.09,1,9,90,9,3,CSE,High,1
9.1,1,9,40,2,0,ECE,High,1
5.65,3,9,91,1,4,EEE,Medium,1
7.74,4,9,75,3,1,CSE,Medium,1
5.15,4,2,82,6,4,MECH,Low,1
7.77,3,4,87,1,2,CSE,Medium,1
5.67,4,5,47,8,4,CSE,Low,1
9.03,4,4,85,5,0,CSE,High,1
6.18,4,1,44,1,0,ECE,Low,1
5.58,4,9,92,7,4,CSE,High,1
5.15,3,9,95,2,3,EEE,Low,1
7.87,3,6,90,2,0,ECE,High,1
8.31,2,9,40,3,3,ECE,Medium,1
9.47,3,2,49,4,2,ECE,Medium,1
5.31,2,3,99,7,3,MECH,High,1
6.96,0,6,64,3,4,EEE,Medium,0
5.82,1,6,61,3,4,ECE,High,0
7.51,3,4,70,9,1,CSE,Medium,1
6.19,3,7,75,7,1,CSE,Low,1
7.06,3,0,97,8,4,CSE,High,1
6.84,2,4,53,5,1,CSE,High,1
8.45,2,9,93,8,1,EEE,Low,1
8.71,1,6,43,4,4,CSE,High,1
7.12,2,6,95,7,1,CSE,High,1
6.22,4,8,55,8,0,CSE,Low,1
8.97,2,0,43,3,4,ECE,Medium,1
9.24,2,0,47,1,2,EEE,High,1
7.7,3,6,59,1,1,ECE,High,1
6.25,1,5,71,8,0,ECE,Medium,1
8.92,3,7,72,4,2,ECE,Medium,1
6.78,4,6,44,4,4,ECE,Low,1
9.59,2,3,74,9,1,CSE,Medium,1
6.33,4,6,51,2,3,CSE,Low,1
9.7,0,6,45,6,2,CSE,Low,1
7.14,4,7,48,6,4,EEE,Medium,1
8.77,1,8,92,5,1,ECE,High,1
6.04,4,3,43,8,1,EEE,Low,1
8.12,3,2,44,6,2,EEE,High,1
7.91,3,6,74,9,1,CSE,Low,1
7.1,3,1,51,7,4,MECH,Medium,1
8.68,1,3,61,5,2,CSE,Low,1
9.09,1,6,42,5,1,CSE,Medium,1
8.64,1,0,89,6,2,CSE,Medium,1
9.07,4,6,57,3,2,ECE,Medium,1
8.73,3,3,67,2,0,ECE,Low,1
5.75,2,8,90,7,1,CSE,High,1
8.86,2,3,99,8,1,ECE,High,1
5.95,0,0,49,3,4,ECE,High,0
5.5,2,8,67,5,4,CSE,Medium,1
9.51,1,3,83,3,0,ECE,Low,1
7.99,0,6,54,4,1,EEE,Low,1
5.88,0,5,45,9,1,CSE,High,1
8.18,2,2,80,7,4,CSE,Medium,1
6.66,3,9,77,7,3,EEE,Medium,1
5.71,2,7,40,1,0,CSE,Low,1
9.0,0,5,81,9,1,CSE,Low,1
5.55,2,8,48,5,3,CSE,Medium,1
9.81,4,8,86,4,0,ECE,Medium,1
8.86,3,5,56,6,3,EEE,Medium,1
8.56,4,9,80,5,0,CSE,Low,1
6.2,3,5,89,3,1,EEE,Medium,1
8.8,1,5,46,3,4,CSE,Low,0
5.11,1,7,44,4,3,ECE,Medium,0
7.77,3,3,56,7,3,ECE,Low,1
6.55,2,9,88,8,3,MECH,Low,1
9.16,3,6,92,6,4,CSE,High,1
8.81,2,1,53,7,3,ECE,Low,1
7.44,4,3,66,9,4,CSE,High,1
7.36,0,4,41,8,2,MECH,Medium,1
5.37,3,7,95,1,0,CSE,Medium,1
6.17,3,0,57,2,2,MECH,High,1
8.54,3,4,66,9,2,ECE,High,1
5.33,0,2,66,8,4,CSE,Medium,0
8.94,3,1,92,4,4,EEE,Medium,1
9.9,4,6,98,6,3,EEE,Low,1
5.4,0,8,80,3,4,EEE,High,0
7.29,4,6,96,1,0,CSE,High,1
7.9,2,0,67,2,1,CSE,High,1
9.06,1,9,51,7,3,CSE,Medium,1
5.75,1,3,56,1,2,MECH,Low,0
6.8,3,1,81,1,1,CSE,Medium,1
9.18,0,7,96,8,3,CSE,Medium,1
7.59,3,7,75,1,3,EEE,Medium,1
5.82,3,3,94,7,2,CSE,Medium,1
9.35,4,1,64,6,2,CSE,High,1
9.68,0,7,66,4,0,CSE,High,1
8.7,0,3,52,1,2,ECE,Low,1
9.87,0,1,88,8,1,ECE,Low,1
9.63,1,4,43,7,3,ECE,Low,1
5.61,0,0,55,9,1,MECH,Low,0
7.05,4,7,44,2,3,MECH,Medium,1
7.98,3,8,90,1,3,ECE,Medium,1
8.66,0,4,59,4,3,CSE,High,1
7.68,4,6,93,2,4,MECH,Low,1
8.25,3,8,74,9,4,ECE,Medium,1
5.58,0,2,88,3,3,CSE,Medium,0
7.03,2,8,98,9,3,ECE,High,1
5.03,2,6,41,1,2,CSE,Low,1
8.26,2,0,98,3,4,CSE,High,1
5.82,4,1,45,7,0,EEE,Low,1
7.02,1,1,64,2,0,EEE,Medium,1
7.49,1,3,92,1,4,EEE,High,0
8.33,2,8,72,2,2,EEE,Medium,1
8.82,3,8,85,1,3,EEE,Low,1
8.58,1,7,95,9,3,EEE,Medium,1
7.84,2,9,40,5,1,EEE,Medium,1
7.64,2,3,75,4,3,MECH,Medium,1
9.28,3,8,86,7,4,EEE,Medium,1
9.33,2,9,49,8,4,CSE,Medium,1
5.31,2,4,92,6,4,ECE,Low,0
6.35,3,5,82,2,3,CSE,High,1
9.61,3,1,53,9,4,EEE,High,1
7.96,0,5,41,8,1,EEE,Low,1
5.67,4,8,54,2,1,CSE,High,1
5.36,0,7,68,5,2,EEE,Low,0
5.47,0,5,98,1,4,CSE,Low,0
8.85,4,8,85,6,1,CSE,Medium,1
6.11,2,2,73,2,0,CSE,Medium,1
6.21,3,5,80,3,2,CSE,High,1
5.65,0,2,60,2,0,CSE,Low,1
8.0,4,6,64,6,2,MECH,High,1
7.57,4,1,82,3,3,MECH,High,1
6.41,1,8,91,7,2,CSE,Low,1
8.29,1,3,43,3,1,MECH,Medium,1
8.89,2,4,40,1,1,EEE,Medium,1
9.9,3,9,99,7,1,CSE,High,1
7.39,4,0,51,4,1,CSE,Low,1
7.06,2,9,78,1,1,CSE,Low,1
6.46,1,4,61,3,0,ECE,High,1
8.92,1,0,40,4,3,CSE,Medium,1
9.86,1,2,98,5,3,MECH,Medium,1
8.0,4,5,53,8,0,EEE,High,1
8.21,2,4,84,3,4,EEE,Medium,1
8.45,1,7,43,4,3,CSE,Medium,1
7.12,4,7,73,5,3,ECE,Low,1
6.1,4,6,74,4,3,ECE,Low,1
6.28,0,5,98,9,4,MECH,Medium,0
8.09,1,1,66,9,3,EEE,Medium,1
8.19,3,9,51,2,3,CSE,Medium,1
7.31,0,1,90,8,1,ECE,Low,1
5.22,3,8,99,6,1,ECE,High,1
9.39,1,7,74,1,3,MECH,High,1
6.22,3,0,64,3,4,MECH,High,1
7.91,2,6,80,7,1,MECH,High,1
8.69,2,6,75,8,1,ECE,Medium,1
5.92,2,9,82,8,4,EEE,Low,1
7.37,2,8,97,8,4,MECH,High,1
5.01,4,7,52,7,2,EEE,High,1
5.24,1,6,64,1,1,EEE,High,1
6.25,4,1,87,3,1,EEE,Medium,1
8.29,0,7,73,6,1,CSE,High,1
9.43,3,2,96,8,1,CSE,High,1
7.12,4,2,94,3,4,CSE,High,1
5.13,2,9,45,8,4,ECE,Low,0
6.46,0,3,97,3,3,CSE,Medium,0
9.79,3,3,98,7,4,EEE,Medium,1
5.56,3,2,75,7,2,ECE,Low,1
8.78,2,2,78,2,2,MECH,Low,1
8.74,2,2,90,8,1,CSE,Low,1
7.95,3,0,96,7,0,CSE,Medium,1
9.65,3,4,82,6,4,MECH,Medium,1
8.21,2,6,82,9,1,EEE,Low,1
9.83,1,7,77,7,0,ECE,High,1
9.13,1,5,88,1,3,CSE,High,1
8.97,0,0,84,1,2,CSE,High,1
9.76,3,6,89,5,3,EEE,Medium,1
8.09,0,0,55,2,4,ECE,Low,0
6.61,3,4,87,9,0,EEE,Medium,1
5.52,3,0,43,9,4,MECH,Medium,0
8.47,2,0,64,8,2,CSE,Low,1
7.62,2,4,50,8,4,ECE,Low,1
6.93,4,3,49,2,0,CSE,High,1
9.75,1,4,88,3,0,CSE,Low,1
9.56,0,8,57,3,2,EEE,Medium,1
6.89,3,4,69,3,4,ECE,Medium,1
9.73,3,9,94,4,3,MECH,Medium,1
7.16,2,3,40,7,4,MECH,High,1
6.03,1,5,44,3,3,MECH,High,0
8.1,2,3,75,8,3,ECE,High,1
5.47,1,8,48,2,0,CSE,Medium,1
5.76,1,6,62,3,2,EEE,High,1
9.07,3,9,95,9,2,CSE,Low,1
9.1,0,1,90,2,1,MECH,Medium,1
6.2,3,8,98,5,0,MECH,Medium,1
8.73,0,3,41,1,3,CSE,Low,0
9.87,0,7,88,8,4,CSE,High,1
9.79,4,8,73,9,3,CSE,Low,1
7.22,2,4,75,5,3,CSE,Medium,1
9.32,3,8,45,7,4,ECE,Medium,1
7.79,1,3,77,9,4,ECE,Low,0
7.82,4,4,90,2,0,ECE,Medium,1
6.2,4,8,60,5,4,MECH,Medium,1
6.92,4,1,89,3,0,ECE,Medium,1
6.07,0,9,66,6,2,EEE,Medium,1
8.71,2,2,64,2,4,MECH,Low,1
8.2,1,1,85,1,2,CSE,Low,1
9.02,2,2,69,1,0,CSE,Low,1
8.1,2,4,84,2,4,CSE,Low,1
6.39,2,4,40,4,0,MECH,Medium,1
9.76,1,7,79,7,4,EEE,Medium,1
8.25,1,1,60,7,0,CSE,High,1
7.38,1,4,45,5,4,EEE,High,0
8.89,0,3,83,5,2,EEE,Low,1
6.27,3,6,81,5,0,CSE,Medium,1
9.05,3,2,68,5,2,MECH,Low,1
6.69,0,9,84,4,4,CSE,Low,0
5.37,4,9,42,4,3,CSE,High,1
8.91,4,0,92,5,4,ECE,Medium,1
5.95,2,2,47,6,1,MECH,High,1
8.22,1,1,54,2,3,EEE,Medium,0
6.35,2,2,42,5,4,CSE,Medium,0
8.43,0,0,43,9,1,EEE,High,1
5.63,4,2,51,8,4,MECH,Low,1
8.12,3,2,56,1,3,CSE,Low,1
5.96,2,7,41,3,1,ECE,Low,1
7.52,1,3,59,9,4,CSE,Low,0
9.36,1,8,70,7,1,EEE,High,1
7.38,3,2,59,5,4,EEE,Low,1
8.86,2,0,75,1,1,ECE,Low,1
5.73,2,9,69,9,0,EEE,Low,1
8.29,4,5,77,1,2,CSE,High,1
5.76,2,5,79,6,4,MECH,High,1
8.84,1,9,58,3,1,CSE,Low,1
8.57,3,9,43,9,1,ECE,Medium,1
7.01,4,3,75,6,1,MECH,Low,1
7.35,0,5,63,3,0,ECE,Medium,1
5.84,4,6,51,5,4,CSE,Medium,1
8.18,2,9,90,2,3,CSE,High,1
9.56,0,8,56,7,1,ECE,High,1
7.8,0,5,50,6,0,CSE,Medium,1
6.58,1,6,89,4,1,CSE,Low,1
7.05,0,5,78,7,1,MECH,High,1
6.09,4,2,42,1,0,ECE,Low,1
7.21,4,1,76,8,4,EEE,Medium,1
7.48,4,9,85,3,1,EEE,High,1
9.7,0,1,73,7,2,EEE,Low,1
7.15,4,1,57,6,4,ECE,Medium,1
9.31,3,0,86,7,0,CSE,Medium,1
5.83,0,9,79,8,0,CSE,Medium,1
7.73,4,7,81,5,3,EEE,High,1
7.95,0,6,46,5,3,CSE,Low,0
7.97,2,0,76,9,4,EEE,Low,1
7.51,2,3,91,9,3,EEE,High,1
8.84,0,1,66,6,0,ECE,Medium,1
5.86,1,5,53,3,1,EEE,Medium,1
5.34,0,5,64,6,0,ECE,Medium,1
5.71,0,7,51,8,0,CSE,Medium,1
7.82,1,0,59,4,4,ECE,High,0
6.25,2,9,64,7,2,MECH,High,1
8.69,4,9,90,5,3,MECH,Low,1
5.31,4,3,56,2,1,MECH,Medium,1
9.54,1,8,41,5,3,ECE,High,1
9.76,2,1,59,6,4,CSE,Medium,1
8.93,3,8,70,7,4,MECH,Medium,1
9.39,0,6,83,1,2,CSE,Low,1
6.89,2,4,48,8,4,ECE,Medium,1
5.8,4,8,58,4,2,CSE,High,1
6.0,2,0,98,9,2,EEE,Low,1
7.51,3,1,92,4,3,ECE,Medium,1
8.31,3,5,49,6,3,ECE,Medium,1
7.84,2,9,89,7,1,EEE,Low,1
5.52,3,9,82,2,4,CSE,Medium,1
8.64,1,2,99,7,3,EEE,Low,1
8.94,4,8,63,1,3,ECE,Low,1
5.15,1,9,67,1,0,CSE,Medium,1
7.29,1,3,84,3,2,MECH,Medium,1
7.19,3,1,73,6,4,EEE,High,1
5.34,3,3,68,7,1,CSE,Medium,1
5.88,4,2,85,6,3,CSE,Low,1
9.07,4,1,80,5,2,CSE,Medium,1
7.92,0,2,84,1,4,CSE,Medium,0
6.09,2,3,97,5,4,ECE,Low,0
7.29,2,1,63,9,3,CSE,Medium,1
9.27,4,3,45,2,4,EEE,Low,1
5.51,3,0,73,4,0,EEE,Medium,1
9.78,0,1,48,5,3,CSE,High,1
5.71,1,2,92,1,0,CSE,Low,1
6.45,3,6,53,8,2,CSE,Low,1
5.91,0,7,53,5,1,EEE,Medium,1
7.35,0,7,58,5,2,CSE,High,1
6.55,0,8,52,4,4,EEE,Low,0
9.94,2,3,46,6,1,CSE,Low,1
5.08,3,0,70,7,2,ECE,Medium,1
6.61,3,2,89,8,2,CSE,Medium,1
7.97,4,0,48,5,4,CSE,Low,1
6.7,1,2,91,2,2,CSE,Low,1
7.28,2,2,82,8,2,ECE,Medium,1
7.13,2,5,69,3,4,MECH,Medium,1
5.43,1,2,46,6,2,CSE,Low,0
8.25,2,5,67,5,3,EEE,Medium,1
9.17,3,0,72,9,1,CSE,Medium,1
7.64,4,4,67,2,0,CSE,High,1
5.75,2,3,93,6,3,CSE,Medium,1
7.41,0,6,56,1,2,ECE,High,1
5.07,0,5,87,7,2,CSE,Low,0
9.54,2,1,65,2,2,MECH,Low,1
6.2,1,7,43,2,3,EEE,High,0
9.51,2,3,98,1,2,CSE,Low,1
7.92,2,3,86,1,1,CSE,Medium,1
9.92,1,7,49,6,0,MECH,High,1
9.25,3,8,63,2,2,CSE,High,1
5.06,4,8,49,7,3,EEE,Medium,1
5.08,3,1,64,9,3,CSE,Low,1
8.72,4,9,81,5,2,CSE,Low,1
7.58,2,1,99,1,1,CSE,Low,1
8.78,3,4,72,6,0,ECE,Medium,1
7.95,3,1,99,3,0,MECH,High,1
6.16,4,5,84,9,3,CSE,High,1
8.93,0,6,88,1,2,CSE,Low,1
5.16,1,0,92,3,0,ECE,High,1
9.03,1,4,48,1,3,ECE,Medium,1
8.33,1,0,89,2,0,CSE,High,1
8.37,3,6,81,3,1,EEE,High,1
5.22,1,4,85,6,1,ECE,High,1
6.05,4,9,86,2,1,MECH,Low,1
7.44,2,6,40,2,1,ECE,Low,1
7.21,0,8,90,5,0,EEE,High,1
5.13,4,5,94,2,1,CSE,Medium,1
6.68,1,2,57,2,4,CSE,Medium,0
9.84,3,6,46,8,1,EEE,Low,1
6.53,2,0,62,7,3,CSE,High,1
8.16,2,3,78,6,2,CSE,Low,1
8.41,3,5,49,1,1,ECE,High,1
8.12,0,1,72,7,3,ECE,Medium,0
6.45,2,2,44,1,4,EEE,Low,0
7.86,0,1,75,4,4,CSE,Medium,0
8.52,3,2,46,5,2,ECE,Medium,1
6.92,0,7,70,4,1,EEE,Low,1
6.4,1,1,43,9,4,ECE,High,0
6.37,4,5,80,3,3,CSE,Low,1
9.59,2,0,54,2,0,CSE,High,1
8.22,3,8,47,9,0,EEE,Medium,1
8.76,0,6,68,1,0,EEE,High,1
7.84,4,1,81,5,0,EEE,High,1
8.15,3,9,57,6,0,ECE,High,1
6.38,0,7,47,9,1,EEE,High,1
9.46,4,2,49,4,1,MECH,Low,1
7.51,4,8,51,2,1,CSE,Medium,1
9.03,3,6,40,1,1,CSE,Medium,1
7.59,4,7,82,1,1,MECH,Medium,1
5.58,0,1,42,4,1,CSE,Medium,0
5.56,1,7,55,7,0,ECE,Low,1
7.32,3,6,48,6,3,CSE,High,1
7.15,3,9,78,3,3,CSE,Low,1
9.57,1,6,68,3,0,MECH,High,1
5.66,2,6,45,6,0,CSE,Medium,1
8.43,2,6,87,2,4,EEE,Medium,1
9.59,3,3,65,1,4,ECE,Low,1
7.06,3,3,40,3,4,MECH,Medium,1
9.42,2,4,79,3,2,ECE,Medium,1
5.72,3,2,70,6,1,ECE,Low,1
5.53,0,4,78,6,3,ECE,Medium,0
6.17,0,9,94,9,2,CSE,Low,1
7.61,1,3,97,9,3,MECH,Low,1
8.23,2,8,64,1,4,ECE,Medium,1
8.86,4,9,58,4,2,EEE,Medium,1
8.83,3,7,84,6,0,CSE,Medium,1
5.56,1,0,76,3,2,ECE,Low,0
9.37,3,1,83,8,4,CSE,Medium,1
5.56,1,6,55,4,3,EEE,Medium,0
9.49,2,6,60,7,2,CSE,High,1
9.79,1,1,58,2,4,MECH,Medium,1
7.92,0,8,80,5,0,CSE,High,1
8.47,2,8,90,3,0,ECE,High,1
6.85,3,8,94,2,2,ECE,Medium,1
7.75,4,1,80,6,4,ECE,Medium,1
9.16,1,1,82,7,1,ECE,Medium,1
5.8,0,0,41,3,1,CSE,Low,0
7.51,4,1,92,5,4,MECH,High,1
7.05,0,8,55,7,1,CSE,Medium,1
9.33,3,0,83,2,2,CSE,Medium,1
5.65,1,2,77,9,2,CSE,Medium,1
9.46,2,0,78,6,0,CSE,Low,1
6.25,0,3,65,5,0,MECH,Medium,1
8.03,0,0,97,8,0,CSE,Medium,1
6.9,2,1,79,3,2,EEE,Low,1
9.66,2,6,88,1,0,MECH,Medium,1
5.99,2,8,96,5,3,CSE,Medium,1
7.51,4,3,87,1,2,CSE,Low,1
6.14,0,9,90,5,4,CSE,Low,0
9.01,2,9,77,8,0,ECE,Medium,1
6.36,2,5,92,2,3,EEE,Low,1
9.77,1,1,85,6,2,CSE,Medium,1
9.62,0,4,51,9,1,EEE,High,1
7.38,2,9,47,3,0,CSE,Medium,1
5.06,3,6,48,7,2,CSE,Low,1
9.83,4,1,42,2,3,ECE,Medium,1
8.43,4,1,87,3,2,EEE,High,1
7.46,0,2,40,2,3,CSE,Medium,0
8.02,3,1,53,1,1,CSE,Low,1
5.55,0,0,93,1,4,CSE,Medium,0
5.79,1,2,58,2,1,MECH,Low,1
8.19,0,3,87,2,4,MECH,High,0
5.24,2,4,92,5,1,EEE,Low,1
8.51,4,0,86,1,4,MECH,Low,1
9.6,1,5,50,6,4,ECE,Low,1
8.54,4,3,76,9,4,EEE,Medium,1
7.8,2,9,81,9,2,CSE,Medium,1
8.97,0,6,70,2,2,ECE,Low,1
8.74,0,4,53,9,3,MECH,Medium,1
7.95,1,7,51,4,3,EEE,Medium,1
5.99,1,8,72,1,3,EEE,High,0
5.04,0,3,49,1,4,EEE,High,0
7.29,2,0,83,3,4,ECE,Low,0
6.21,1,0,41,7,2,CSE,Low,0
6.14,3,8,65,2,1,ECE,High,1
7.53,0,2,60,7,2,MECH,High,1
6.88,4,8,55,7,0,EEE,Medium,1
7.52,2,0,52,6,4,EEE,High,1
6.35,1,2,99,4,3,CSE,High,1
8.05,4,9,82,3,0,ECE,High,1
8.11,1,2,85,5,0,EEE,Medium,1
6.04,4,6,67,8,4,ECE,Medium,1
7.84,3,5,64,5,0,CSE,Medium,1
7.23,4,4,58,7,4,CSE,Low,1
9.85,0,8,48,8,1,MECH,Medium,1
8.61,1,9,73,9,0,CSE,Medium,1
5.91,2,5,53,2,1,MECH,Medium,1
9.41,1,1,84,1,2,CSE,Medium,1
7.39,2,6,40,9,2,ECE,High,1
9.23,0,7,43,2,1,EEE,Low,1
9.15,3,8,58,9,3,ECE,Medium,1
5.09,4,9,72,9,0,ECE,Low,1
6.17,3,2,50,6,2,ECE,High,1
9.56,0,2,67,6,3,ECE,High,1
8.85,1,9,41,1,4,EEE,Medium,1
5.68,0,7,92,5,0,CSE,Low,1
6.06,4,1,40,2,4,EEE,High,1
8.09,3,5,91,1,3,MECH,Medium,1
6.39,0,8,96,2,0,EEE,Low,1
6.02,2,8,45,4,2,CSE,High,1
9.92,0,2,49,9,1,CSE,High,1
7.29,0,9,50,4,1,EEE,Medium,1
